"U.W","U.A","U.Y","W","A.con","A.bin","Y.con","Y.bin"
3.58819768112153,-0.741260819060428,-2.03077330113831,0,6.25873918093957,0,0.969226698861686,0
8.09474621899426,1.69139019925361,-0.869065877750617,1,6.69139019925361,0,9.13093412224938,0
4.6807922963053,-1.72042432287658,-1.29156629632749,0,5.27957567712342,0,1.70843370367251,0
8.94715663604438,2.22152789562901,1.45901751369752,1,7.22152789562901,0,11.4590175136975,1
9.46420555864461,1.3742868186876,0.92871865694372,1,6.3742868186876,0,10.9287186569437,1
1.41000849450938,0.502696525657122,2.07816850861418,0,7.50269652565712,0,5.07816850861418,0
5.75294939242303,0.862012992711646,-2.23090555496768,0,7.86201299271165,0,0.769094445032317,0
9.03177139954641,0.305429492829947,0.958789014133269,1,5.30542949282995,0,10.9587890141333,1
5.96291513019241,-0.670561788032381,0.562102309067759,0,6.32943821196762,0,3.56210230906776,0
5.10953261773102,-0.515288891333129,0.555281801088932,0,6.48471110866687,0,3.55528180108893,0
9.6115001081489,-0.905753694706214,0.94765664738428,1,4.09424630529379,0,10.9476566473843,1
5.08000740571879,1.85800877770833,-2.26590957691499,0,8.85800877770833,1,0.734090423085009,0
7.0981357190758,0.899238079959479,0.860119216511472,1,5.89923807995948,0,10.8601192165115,1
6.15370061760768,-0.163100636394399,-0.281216979016765,0,6.8368993636056,0,2.71878302098323,0
1.92632214399055,-1.70828544712934,0.240500256391623,0,5.29171455287066,0,3.24050025639162,0
9.09842473361641,0.47978300783753,-0.564186405483854,1,5.47978300783753,0,9.43581359451615,0
3.21478960919194,-1.5098222010438,1.08523834139001,0,5.4901777989562,0,4.08523834139001,0
1.37853580177762,-1.27741806424497,1.44060604917827,0,5.72258193575503,0,4.44060604917827,0
3.95128647354431,3.05817906704908,-0.308621033117661,0,10.0581790670491,1,2.69137896688234,0
9.59053284232505,-2.09397333537656,0.384241877828701,1,2.90602666462344,0,10.3842418778287,0
9.00585384457372,-1.32449249610374,2.45785666576234,1,3.67550750389626,0,12.4578566657623,1
7.2352306554094,-0.871209194850341,-3.18554597023168,1,4.12879080514966,0,6.81445402976832,0
6.76456132391468,-0.893633530147707,0.131676959466814,0,6.10636646985229,0,3.13167695946681,0
9.94842798961326,-1.68828807298926,2.6558894608632,1,3.31171192701074,0,12.6558894608632,1
6.9013521920424,-0.281588233190027,-0.598789849572378,0,6.71841176680997,0,2.40121015042762,0
7.37677421350963,-1.55706306472664,-1.22412974967689,1,3.44293693527336,0,8.77587025032311,0
5.8965942224022,2.01369081986046,0.312452852352677,0,9.01369081986046,1,3.31245285235268,0
6.34727818402462,0.185269387929588,-1.26543416749863,0,7.18526938792959,0,1.73456583250137,0
3.60243763565086,1.28722168523045,-2.46704096137555,0,8.28722168523045,1,0.532959038624455,0
2.32402282580733,-2.10814188508909,-0.750795851046749,0,4.89185811491091,0,2.24920414895325,0
9.66721809282899,-0.0216856461011667,-3.47899979942205,1,4.97831435389883,0,6.52100020057795,0
9.12069140607491,0.818363521297692,-1.38686796122486,1,5.81836352129769,0,8.61313203877515,0
7.21634750580415,0.147168133526502,0.555604129571788,1,5.1471681335265,0,10.5556041295718,1
8.1592067591846,0.0263949437688426,1.11383840413011,1,5.02639494376884,0,11.1138384041301,1
